fsa,city,province,latitude,longitude,timezone,dst
L0H,Whitby Region (Gormley),Ontario,43.9282,-79.1201,-5,1
L0J,North Peel Regional Municipality (Kleinburg),Ontario,43.7788,-79.4991,-5,1
L0K,Lake Simcoe North Shore (Coldwater),Ontario,44.6072,-79.6291,-5,1
L0L,Lake Simcoe West Shore (Oro),Ontario,44.1535,-79.8683,-5,1
L0M,Georgian Bay South Shore (Angus),Ontario,44.1476,-79.872,-5,1
L0N,Dufferin County (Shelburne),Ontario,43.8582,-80.0696,-5,1
L0P,Halton Regional Municipality (Campbellville),Ontario,43.7882,-79.6754,-5,1
L0R,East Haldimand County (Waterdown),Ontario,43.1661,-80.0702,-5,1
L0S,Niagara Regional Municipality (Fonthill),Ontario,43.0796,-79.199,-5,1
L1A,Port Hope,Ontario,43.9427,-78.2944,-5,1
L1B,Bowmanville East,Ontario,43.8966,-78.6309,-5,1
L1C,Bowmanville West,Ontario,43.9014,-78.6755,-5,1
L1E,Courtice,Ontario,43.914,-78.6925,-5,1
L1G,Oshawa Central,Ontario,43.898,-78.8656,-5,1
L1H,Oshawa Southeast,Ontario,43.8973,-78.8641,-5,1
L1J,Oshawa Southwest,Ontario,43.8587,-78.8341,-5,1
L1K,Oshawa East,Ontario,43.9091,-78.8088,-5,1
L1L,Oshawa North,Ontario,43.9527,-78.8795,-5,1
L1M,Whitby North,Ontario,43.9561,-78.9556,-5,1
L1N,Whitby Southeast,Ontario,43.8581,-78.9319,-5,1
L1P,Whitby Southwest,Ontario,43.8744,-78.9638,-5,1
L1R,Whitby Central,Ontario,43.9018,-78.9347,-5,1
L1S,Ajax Southwest,Ontario,43.8265,-78.9991,-5,1
L1T,Ajax Northwest,Ontario,43.8603,-79.0434,-5,1
L1V,Pickering Southwest,Ontario,43.8087,-79.1307,-5,1
L1W,Pickering South,Ontario,43.8125,-79.0827,-5,1
L1X,Pickering Central,Ontario,43.8449,-79.0996,-5,1
L1Y,Pickering North,Ontario,43.9903,-79.1004,-5,1
L1Z,Ajax East,Ontario,43.8627,-79.0136,-5,1
L2A,Fort Erie,Ontario,42.8845,-78.9398,-5,1
L2E,Niagara Falls Central,Ontario,43.0939,-79.0699,-5,1
L2G,Niagara Falls Southeast,Ontario,43.0963,-79.074,-5,1
L2H,Niagara Falls West,Ontario,43.1148,-79.1238,-5,1
L2J,Niagara Falls North,Ontario,43.1155,-79.0916,-5,1
L2M,St. Catharines Northeast,Ontario,43.2237,-79.2191,-5,1
L2N,St. Catharines Northwest,Ontario,43.1751,-79.2389,-5,1
L2P,St. Catharines East,Ontario,43.1418,-79.2133,-5,1
L2R,St. Catharines Central,Ontario,43.1719,-79.227,-5,1
L2S,St. Catharines Southwest,Ontario,43.1275,-79.2631,-5,1
L2T,St. Catharines South,Ontario,43.1334,-79.1989,-5,1
L2V,St. Catharines Southeast,Ontario,43.1017,-79.1997,-5,1
L2W,St. Catharines West,Ontario,43.1743,-79.2744,-5,1
L3B,Welland East,Ontario,42.9859,-79.2232,-5,1
L3C,Welland West,Ontario,42.9989,-79.2466,-5,1
L3K,Port Colborne,Ontario,42.8754,-79.237,-5,1
L3M,Grimsby,Ontario,43.2005,-79.6292,-5,1
L3P,Markham Central,Ontario,43.8605,-79.3279,-5,1
L3R,Markham Outer Southwest,Ontario,43.86,-79.3605,-5,1
L3S,Markham Southeast,Ontario,43.831,-79.2768,-5,1
L3T,Thornhill East,Ontario,43.7984,-79.4186,-5,1
L3V,Orillia,Ontario,44.6039,-79.4126,-5,1
L3X,Newmarket Southwest,Ontario,44.0464,-79.4874,-5,1
L3Y,Newmarket Northeast,Ontario,44.0414,-79.4534,-5,1
L3Z,Bradford,Ontario,44.1208,-79.5656,-5,1
L4A,Stouffville,Ontario,43.9707,-79.2503,-5,1
L4B,Richmond Hill Southeast,Ontario,43.8417,-79.4011,-5,1
L4C,Richmond Hill Southwest,Ontario,43.8759,-79.4381,-5,1
L4E,Richmond Hill North,Ontario,43.9423,-79.4595,-5,1
L4G,Aurora,Ontario,43.9909,-79.4639,-5,1
L4H,Woodbridge North,Ontario,43.8084,-79.6089,-5,1
L4J,Thornhill West,Ontario,43.7964,-79.4278,-5,1
L4K,Concord,Ontario,43.7848,-79.4811,-5,1
L4L,Woodbridge South,Ontario,43.7886,-79.5919,-5,1
L4M,Barrie North,Ontario,44.3885,-79.6886,-5,1
L4N,Barrie South,Ontario,44.3891,-79.6901,-5,1
L4P,Keswick,Ontario,44.2421,-79.4818,-5,1
L4R,Midland,Ontario,44.7542,-79.9005,-5,1
L4S,Richmond Hill Central,Ontario,43.8975,-79.4415,-5,1
L4T,Mississauga (Malton),Ontario,43.6951,-79.6525,-5,1
L4V,Mississauga (Wildwood),Ontario,43.6879,-79.6072,-5,1
L4W,Mississauga (Matheson / East Rathwood),Ontario,43.6272,-79.6222,-5,1
L4X,Mississauga (East Applewood / East Dixie / NE Lakeview),Ontario,43.5996,-79.5664,-5,1
L4Y,Mississauga (West Applewood / West Dixie / NW Lakeview),Ontario,43.5854,-79.583,-5,1
L4Z,Mississauga (West Rathwood / East Hurontario / SE Gateway),Ontario,43.6092,-79.6201,-5,1
L5A,Mississauga (Mississauga Valleys / East Cooksville),Ontario,43.5701,-79.5985,-5,1
L5B,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),Ontario,43.5665,-79.6035,-5,1
L5C,Mississauga (West Creditview / Mavis / Erindale),Ontario,43.5591,-79.6186,-5,1
L5E,Mississauga (Central Lakeview),Ontario,43.571,-79.5668,-5,1
L5G,Mississauga (SW Lakeview / Mineola / East Port Credit),Ontario,43.5581,-79.5738,-5,1
L5H,Mississauga (West Port Credit / Lorne Park / East Sheridan),Ontario,43.5472,-79.585,-5,1
L5J,Mississauga (Clarkson / Southdown),Ontario,43.5146,-79.6063,-5,1
L5K,Mississauga (West Sheridan),Ontario,43.5319,-79.6403,-5,1
L5L,Mississauga (Erin Mills / Western Business Park),Ontario,43.5372,-79.6667,-5,1
L5M,Mississauga (Churchill Meadows / Central Erin Mills / South Streetsville),Ontario,43.5747,-79.7278,-5,1
L5N,Mississauga (Lisgar / Meadowvale),Ontario,43.5892,-79.7239,-5,1
L5P,Mississauga (YYZ),Ontario,43.6904,-79.6238,-5,1
L5R,Mississauga (West Hurontario / SW Gateway),Ontario,43.5974,-79.6402,-5,1
L5S,Mississauga (Cardiff / NE Gateway),Ontario,43.6975,-79.6615,-5,1
L5T,Mississauga (Courtney Park / East Gateway),Ontario,43.6578,-79.6607,-5,1
L5V,Mississauga (East Credit),Ontario,43.6097,-79.704,-5,1
L5W,Mississauga (Meadowvale Village / West Gateway),Ontario,43.6261,-79.729,-5,1
L6A,Maple,Ontario,43.857,-79.514,-5,1
L6B,Markham East,Ontario,43.8845,-79.2339,-5,1
L6C,Markham Northwest,Ontario,43.8842,-79.3359,-5,1
L6E,Markham Northeast,Ontario,43.8927,-79.2641,-5,1
L6G,Markham Inner Southwest,Ontario,43.8478,-79.3447,-5,1
L6H,Oakville North,Ontario,43.4543,-79.6921,-5,1
L6J,Oakville Northeast,Ontario,43.4427,-79.6664,-5,1
L6K,Oakville East,Ontario,43.4401,-79.669,-5,1
L6L,Oakville South,Ontario,43.4037,-79.6934,-5,1
L6M,Oakville West,Ontario,43.4453,-79.7095,-5,1
L6P,Brampton North,Ontario,43.7794,-79.7284,-5,1
L6R,Brampton Northwest,Ontario,43.7494,-79.7511,-5,1
L6S,Brampton North Central,Ontario,43.7153,-79.7321,-5,1
L6T,Brampton East,Ontario,43.6892,-79.7079,-5,1
L6V,Brampton Central,Ontario,43.7074,-79.7853,-5,1
L6W,Brampton Southeast,Ontario,43.6746,-79.724,-5,1
L6X,Brampton Southwest,Ontario,43.6858,-79.7602,-5,1
L6Y,Brampton South,Ontario,43.6699,-79.7444,-5,1
L6Z,Brampton West Central,Ontario,43.7304,-79.8042,-5,1
L7A,Brampton West,Ontario,43.7023,-79.7909,-5,1
L7B,King City,Ontario,43.9327,-79.5104,-5,1
L7C,Caledon,Ontario,43.7467,-79.8304,-5,1
L7E,Bolton,Ontario,43.8628,-79.7147,-5,1
L7G,Georgetown,Ontario,43.644,-79.8787,-5,1
L7J,Acton,Ontario,43.634,-80.0491,-5,1
L7L,Burlington Northeast,Ontario,43.3479,-79.7593,-5,1
L7M,Burlington North,Ontario,43.3585,-79.8093,-5,1
L7N,Burlington East,Ontario,43.3336,-79.7771,-5,1
L7P,Burlington West,Ontario,43.3503,-79.8117,-5,1
L7R,Burlington Southeast,Ontario,43.3248,-79.7957,-5,1
L7S,Burlington South,Ontario,43.304,-79.7991,-5,1
L7T,Burlington Southwest,Ontario,43.3018,-79.8497,-5,1
L8E,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),Ontario,43.2318,-79.7696,-5,1
L8G,Hamilton (Greenford / North Gershome / West Stoney Creek),Ontario,43.2298,-79.7722,-5,1
L8H,Hamilton (West Kentley / McQuesten / Parkview / Hamilton Beach / East Industrial Sector / Normanhurst / Homeside / East Crown Point),Ontario,43.2369,-79.7991,-5,1
L8J,Hamilton (East Albion Falls / South Stoney Creek),Ontario,43.1907,-79.7878,-5,1
L8K,Hamilton (East Delta / Bartonville / Glenview / Rosedale / Lower King's Forest / Red Hill / Corman / Vincent / South Gershome),Ontario,43.2424,-79.8192,-5,1
L8L,Hamilton (West Industrial Sector / West Crown Point / North Stipley / North Gibson / Landsdale / Keith / North End / Beasley),Ontario,43.2645,-79.8664,-5,1
L8M,Hamilton (West Delta / Blakeley / South Stipley / South Gibson / St. Clair),Ontario,43.2522,-79.8489,-5,1
L8N,Hamilton (Stinson / Corktown),Ontario,43.2566,-79.8683,-5,1
L8P,Hamilton (Durand / Kirkendall / Chedoke Park),Ontario,43.257,-79.8697,-5,1
L8R,Hamilton (Central / Strathcona / South Dundurn),Ontario,43.2574,-79.8676,-5,1
L8S,Hamilton (Westdale / Cootes Paradise / Ainslie Wood),Ontario,43.2604,-79.8961,-5,1
L8T,Hamilton (Sherwood / Huntington / Upper King's Forest / Lisgar / Berrisfield / Hampton Heights / Sunninghill),Ontario,43.2365,-79.8338,-5,1
L8V,Hamilton (Raleigh / Macassa / Lawfield / Thorner / Burkholme / Eastmount),Ontario,43.2428,-79.8524,-5,1
L8W,Hamilton (West Albion Falls / Hannon / Rymal / Trenholme / Quinndale / Templemead / Broughton / Eleanor / Randall / Rushdale / Butler / East Chappel),Ontario,43.2141,-79.8626,-5,1
L9A,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),Ontario,43.241,-79.8452,-5,1
L9B,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy / Southwest Outskirts),Ontario,43.2116,-79.8915,-5,1
L9C,Hamilton (Southam / Bonnington / Yeoville / Kernighan / Gourley / Rolston / Buchanan / Mohawk / Westcliffe / Gilbert / Gilkson / Gurnett / Fessenden / Mountview),Ontario,43.2432,-79.876,-5,1
L9G,Ancaster West,Ontario,43.2199,-79.9874,-5,1
L9H,Dundas,Ontario,43.2638,-79.9505,-5,1
L9K,Ancaster East,Ontario,43.2359,-79.9403,-5,1
L9L,Port Perry,Ontario,44.0905,-78.9479,-5,1
L9M,Penetanguishene,Ontario,44.7672,-79.9385,-5,1
L9N,Holland Landing,Ontario,44.1315,-79.4823,-5,1
L9P,Uxbridge,Ontario,44.1065,-79.1427,-5,1
L9R,Alliston,Ontario,44.1513,-79.8744,-5,1
L9S,Innisfil,Ontario,44.2871,-79.6703,-5,1
L9T,Milton,Ontario,43.5034,-79.8773,-5,1
L9V,Orangeville North,Ontario,43.9471,-80.1091,-5,1
L9W,Orangeville South,Ontario,43.9258,-80.1056,-5,1
L9Y,Collingwood,Ontario,44.5029,-80.2176,-5,1
L9Z,Wasaga Beach,Ontario,44.5208,-80.0162,-5,1
M1B,Scarborough (Malvern / Rouge River),Ontario,43.7976,-79.227,-5,1
M1C,Scarborough (Rouge Hill / Port Union / Highland Creek),Ontario,43.7882,-79.1911,-5,1
M1E,Scarborough (Guildwood / Morningside / Ellesmere),Ontario,43.7385,-79.2021,-5,1
M1G,Scarborough (Woburn),Ontario,43.7563,-79.2224,-5,1
M1H,Scarborough (Cedarbrae),Ontario,43.7563,-79.2417,-5,1
M1J,Scarborough (Eglinton),Ontario,43.7315,-79.246,-5,1
M1K,Scarborough (Kennedy Park / Ionview / East Birchmount Park),Ontario,43.7025,-79.2656,-5,1
M1L,Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Ontario,43.6905,-79.2857,-5,1
M1M,Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Ontario,43.7041,-79.2446,-5,1
M1N,Scarborough (Birch Cliff / Cliffside West),Ontario,43.6748,-79.2764,-5,1
M1P,Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),Ontario,43.7422,-79.2818,-5,1
M1R,Scarborough (Wexford / Maryvale),Ontario,43.7293,-79.3038,-5,1
M1S,Scarborough (Agincourt),Ontario,43.7807,-79.2855,-5,1
M1T,Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),Ontario,43.7719,-79.3213,-5,1
M1V,Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),Ontario,43.813,-79.2781,-5,1
M1W,Scarborough (Steeles West / L'Amoreaux West),Ontario,43.7822,-79.3261,-5,1
M1X,Scarborough (Upper Rouge),Ontario,43.8275,-79.2437,-5,1
M2H,North York (Hillcrest Village),Ontario,43.7895,-79.3735,-5,1
M2J,North York (Fairview / Henry Farm / Oriole),Ontario,43.7685,-79.3584,-5,1
M2K,North York (Bayview Village),Ontario,43.7657,-79.3835,-5,1
M2L,North York (York Mills / Silver Hills),Ontario,43.7352,-79.3818,-5,1
M2M,Willowdale East (Newtonbrook),Ontario,43.784,-79.4263,-5,1
M2N,Willowdale South,Ontario,43.7521,-79.4202,-5,1
M2P,North York (York Mills West),Ontario,43.7393,-79.4005,-5,1
M2R,Willowdale West,Ontario,43.7648,-79.4325,-5,1
M3A,North York (York Heights / Victoria Village / Parkway East),Ontario,43.7358,-79.328,-5,1
M3B,Don Mills North,Ontario,43.7363,-79.3498,-5,1
M3C,Don Mills South (Flemingdon Park),Ontario,43.7122,-79.3237,-5,1
M3H,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,43.7387,-79.4337,-5,1
M3J,North York (Northwood Park / York University),Ontario,43.7496,-79.4886,-5,1
M3K,Downsview East (CFB Toronto),Ontario,43.7271,-79.4666,-5,1
M3L,Downsview West,Ontario,43.7183,-79.5119,-5,1
M3M,Downsview Central,Ontario,43.72,-79.5085,-5,1
M3N,North York (Jane and Finch),Ontario,43.7387,-79.5166,-5,1
M4A,North York (Sweeney Park / Wigmore Park),Ontario,43.7159,-79.3037,-5,1
M4B,East York (Parkview Hill / Woodbine Gardens),Ontario,43.6979,-79.2986,-5,1
M4C,East York (Woodbine Heights),Ontario,43.68,-79.3218,-5,1
M4E,East Toronto (The Beaches),Ontario,43.6675,-79.296,-5,1
M4G,East York (Leaside),Ontario,43.6918,-79.3708,-5,1
M4H,East York (Thorncliffe Park),Ontario,43.7018,-79.3578,-5,1
M4J,East Toronto (The Danforth East),Ontario,43.6713,-79.3412,-5,1
M4K,East Toronto (The Danforth West / Riverdale),Ontario,43.6668,-79.3501,-5,1
M4L,East Toronto (India Bazaar / The Beaches West),Ontario,43.662,-79.3281,-5,1
M4M,East Toronto (Studio District),Ontario,43.6505,-79.3369,-5,1
M4N,Central Toronto (Lawrence Park East),Ontario,43.7168,-79.3998,-5,1
M4P,Central Toronto (Davisville North),Ontario,43.7066,-79.398,-5,1
M4R,Central Toronto (North Toronto West),Ontario,43.7066,-79.3996,-5,1
M4S,Central Toronto (Davisville),Ontario,43.6964,-79.3953,-5,1
M4T,Central Toronto (Moore Park / Summerhill East),Ontario,43.6825,-79.3897,-5,1
M4V,Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),Ontario,43.6778,-79.3992,-5,1
M4W,Downtown Toronto (Rosedale),Ontario,43.6699,-79.3887,-5,1
M4X,Downtown Toronto (St. James Town / Cabbagetown),Ontario,43.6647,-79.3695,-5,1
M4Y,Downtown Toronto (Church and Wellesley),Ontario,43.6618,-79.3847,-5,1
M5A,Downtown Toronto (Regent Park / Port of Toronto),Ontario,43.6369,-79.3505,-5,1
M5B,Downtown Toronto (Ryerson),Ontario,43.6543,-79.3796,-5,1
M5C,Downtown Toronto (St. James Park),Ontario,43.687,-79.5318,-5,1
M5E,Downtown Toronto (Berczy Park),Ontario,43.639,-79.4499,-5,1
M5G,Downtown Toronto (Central Bay Street),Ontario,43.6519,-79.3874,-5,1
M5H,Downtown Toronto (Richmond / Adelaide / King),Ontario,43.649,-79.3784,-5,1
M5J,Downtown Toronto (Harbourfront East / Union Station / Toronto Island),Ontario,43.6441,-79.3801,-5,1
M5K,Downtown Toronto (Toronto Dominion Centre / Design Exchange),Ontario,43.6469,-79.3823,-5,1
M5L,Downtown Toronto (Commerce Court / Victoria Hotel),Ontario,43.6492,-79.3823,-5,1
M5M,North York (Bedford Park / Lawrence Park West / Lawrence Manor East),Ontario,43.7248,-79.4033,-5,1
M5N,Central Toronto (Roselawn),Ontario,43.7043,-79.4093,-5,1
M5P,Central Toronto (Forest Hill North & West),Ontario,43.6981,-79.3987,-5,1
M5R,Central Toronto (The Annex / North Midtown / Yorkville),Ontario,43.6705,-79.3901,-5,1
M5S,Downtown Toronto (University of Toronto / Harbord),Ontario,43.6619,-79.3952,-5,1
M5T,Downtown Toronto (Kensington Market / Chinatown / Grange Park),Ontario,43.6497,-79.3952,-5,1
M5V,Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),Ontario,43.6525,-79.3686,-5,1
M5W,Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),Ontario,43.6437,-79.3787,-5,1
M5X,Downtown Toronto (Underground city),Ontario,43.6492,-79.3823,-5,1
M6A,North York (Lawrence Manor / Lawrence Heights),Ontario,43.7193,-79.43,-5,1
M6B,North York (Glencairn),Ontario,43.7054,-79.4272,-5,1
M6C,York (Cedarvale),Ontario,43.683,-79.4184,-5,1
M6E,York (Fairbank / Oakwood),Ontario,43.6797,-79.4358,-5,1
M6G,Downtown Toronto (Christie),Ontario,43.6565,-79.4079,-5,1
M6H,West Toronto (Dufferin / Dovercourt Village),Ontario,43.6536,-79.4258,-5,1
M6J,West Toronto (Rua A?ores / Trinity),Ontario,43.644,-79.4062,-5,1
M6K,West Toronto (Brockton / Parkdale Village / Exhibition Place),Ontario,43.6392,-79.4058,-5,1
M6L,North York (North Park / Maple Leaf Park / Upwood Park),Ontario,43.7103,-79.4714,-5,1
M6M,York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),Ontario,43.6815,-79.4668,-5,1
M6N,York (Runnymede / The Junction North),Ontario,43.668,-79.4515,-5,1
M6P,West Toronto (High Park / The Junction South),Ontario,43.6558,-79.4663,-5,1
M6R,West Toronto (Parkdale / Roncesvalles Village),Ontario,43.6403,-79.4374,-5,1
M6S,West Toronto (Bloor West Village / Swansea),Ontario,43.6358,-79.4668,-5,1
M7A,Queen's Park Ontario Provincial Government,Ontario,43.6641,-79.3889,-5,1
M7Y,East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),Ontario,43.7804,-79.2505,-5,1
M8V,Etobicoke (New Toronto / Mimico South / Humber Bay Shores),Ontario,43.6305,-79.4762,-5,1
M8W,Etobicoke (Alderwood / Long Branch),Ontario,43.5908,-79.5218,-5,1
M8X,Etobicoke (The Kingsway / Montgomery Road / Old Mill North),Ontario,43.649,-79.4977,-5,1
M8Y,Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),Ontario,43.6181,-79.4967,-5,1
M8Z,Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),Ontario,43.6053,-79.5201,-5,1
M9A,Etobicoke (Islington Avenue),Ontario,43.6434,-79.5297,-5,1
M9B,Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),Ontario,43.6383,-79.5356,-5,1
M9C,Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),Ontario,43.6088,-79.5574,-5,1
M9L,North York (Humber Summit),Ontario,43.7494,-79.5614,-5,1
M9M,North York (Humberlea / Emery),Ontario,43.7182,-79.5216,-5,1
M9N,Weston,Ontario,43.7087,-79.5287,-5,1
M9P,Etobicoke (Westmount),Ontario,43.6814,-79.5367,-5,1
M9R,Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),Ontario,43.6808,-79.5438,-5,1
M9V,Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),Ontario,43.73,-79.5542,-5,1
M9W,Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),Ontario,43.6772,-79.5894,-5,1
N0A,West Haldimand (Port Dover),Ontario,42.9466,-79.8509,-5,1
N0B,Wellington (Elora),Ontario,43.7722,-80.6586,-5,1
N0C,Georgian Bay Southwest Shore (Dundalk),Ontario,44.2999,-80.4804,-5,1
N0E,Brant and Norfolk (Waterford),Ontario,43.0986,-80.5633,-5,1
N0G,Huron (Wingham),Ontario,43.8567,-81.4023,-5,1
N0H,Bruce Peninsula (Wiarton),Ontario,44.3483,-80.914,-5,1
N0J,Oxford (Norwich),Ontario,43.221,-80.5613,-5,1
N0K,Perth (Mitchell),Ontario,43.5838,-81.2351,-5,1
N0L,Elgin (Dorchester),Ontario,42.8188,-81.6437,-5,1
N0M,Middlesex (Clinton),Ontario,43.5651,-81.6986,-5,1
N0N,Lambton (Forest),Ontario,42.7967,-81.7938,-5,1
N0P,Kent (Blenheim),Ontario,42.5323,-81.7991,-5,1
N0R,Essex (Belle River),Ontario,42.2932,-82.7075,-5,1
N1A,Dunnville,Ontario,42.9132,-79.6101,-5,1
N1C,Guelph South,Ontario,43.5036,-80.2394,-5,1
N1E,Guelph North,Ontario,43.5749,-80.2688,-5,1
N1G,Guelph Central,Ontario,43.5325,-80.2531,-5,1
N1H,Guelph Northwest,Ontario,43.555,-80.2868,-5,1
N1K,Guelph West,Ontario,43.5156,-80.2827,-5,1
N1L,Guelph East,Ontario,43.5225,-80.2095,-5,1
N1M,Fergus,Ontario,43.7157,-80.387,-5,1
N1P,Cambridge South,Ontario,43.3372,-80.3021,-5,1
N1R,Cambridge Central,Ontario,43.3831,-80.3191,-5,1
N1S,Cambridge Southwest,Ontario,43.3742,-80.3457,-5,1
N1T,Cambridge East,Ontario,43.4067,-80.3037,-5,1
N2A,Kitchener East,Ontario,43.4353,-80.4527,-5,1
N2B,Kitchener Northeast,Ontario,43.448,-80.4589,-5,1
N2C,Kitchener South Central,Ontario,43.4346,-80.4532,-5,1
N2E,Kitchener Southwest,Ontario,43.4236,-80.48,-5,1
N2G,Kitchener Central,Ontario,43.4497,-80.4893,-5,1
N2H,Kitchener North Central,Ontario,43.4487,-80.4849,-5,1
N2J,Waterloo Southeast,Ontario,43.4613,-80.507,-5,1
N2K,Kitchener North,Ontario,43.4801,-80.4801,-5,1
N2L,Waterloo South,Ontario,43.4529,-80.5281,-5,1
N2M,Kitchener Northwest,Ontario,43.4422,-80.4968,-5,1
N2N,Kitchener West,Ontario,43.4241,-80.5214,-5,1
N2P,Kitchener Southeast,Ontario,43.3938,-80.4443,-5,1
N2R,Kitchener South,Ontario,43.3965,-80.4575,-5,1
N2T,Waterloo Southwest,Ontario,43.4511,-80.5572,-5,1
N2V,Waterloo Northwest,Ontario,43.5036,-80.5413,-5,1
N2Z,Kincardine,Ontario,44.1821,-81.6373,-5,1
N3A,Baden,Ontario,43.4161,-80.688,-5,1
N3B,Elmira,Ontario,43.5852,-80.5662,-5,1
N3C,Cambridge Northeast,Ontario,43.4317,-80.3112,-5,1
N3E,Cambridge Northwest,Ontario,43.4244,-80.3364,-5,1
N3H,Cambridge West,Ontario,43.4061,-80.3503,-5,1
N3L,Paris,Ontario,43.1834,-80.3749,-5,1
N3P,Brantford Northeast,Ontario,43.1884,-80.2422,-5,1
N3R,Brantford Central,Ontario,43.1501,-80.2766,-5,1
N3S,Brantford Southeast,Ontario,43.1242,-80.2412,-5,1
N3T,Brantford Southwest,Ontario,43.1094,-80.275,-5,1
N3V,Brantford Northwest,Ontario,43.1704,-80.2937,-5,1
N3W,Caledonia,Ontario,43.0776,-79.9639,-5,1
N3Y,Simcoe,Ontario,42.8126,-80.3091,-5,1
N4B,Delhi,Ontario,42.824,-80.4811,-5,1
N4G,Tillsonburg,Ontario,42.8806,-80.7527,-5,1
N4K,Owen Sound,Ontario,44.5519,-80.9385,-5,1
N4L,Meaford,Ontario,44.6079,-80.5922,-5,1
N4N,Hanover,Ontario,44.1385,-81.0237,-5,1
N4S,Woodstock Central,Ontario,43.1277,-80.7743,-5,1
N4T,Woodstock North,Ontario,43.1477,-80.7285,-5,1
N4V,Woodstock South,Ontario,43.1127,-80.7368,-5,1
N4W,Listowel,Ontario,43.7315,-80.9533,-5,1
N4X,St. Mary's,Ontario,43.261,-81.1516,-5,1
N4Z,Stratford South,Ontario,43.3555,-80.9961,-5,1
N5A,Stratford North,Ontario,43.3717,-80.9844,-5,1
N5C,Ingersoll,Ontario,43.027,-80.8706,-5,1
N5H,Aylmer,Ontario,42.7797,-80.9864,-5,1
N5L,Port Stanley,Ontario,42.6652,-81.2018,-5,1
N5P,St. Thomas North,Ontario,42.7788,-81.2134,-5,1
N5R,St. Thomas South,Ontario,42.7725,-81.2003,-5,1
N5V,London (YXU / North and East Argyle / East Huron Heights),Ontario,42.9927,-81.1686,-5,1
N5W,London East (SW Argyle / Hamilton Road),Ontario,42.9778,-81.1941,-5,1
N5X,London (Fanshawe / Stoneybrook / Stoney Creek / Uplands / East Masonville),Ontario,43.0303,-81.2676,-5,1
N5Y,London (West Huron Heights / Carling),Ontario,43.0093,-81.21,-5,1
N5Z,London (Glen Cairn),Ontario,42.9743,-81.1946,-5,1
N6A,London North (UWO),Ontario,42.9793,-81.2556,-5,1
N6B,London Central,Ontario,42.9759,-81.229,-5,1
N6C,London South (East Highland / North White Oaks / North Westminster),Ontario,42.9799,-81.2609,-5,1
N6E,London (South White Oaks / Central Westminster / East Longwoods / West Brockley),Ontario,42.9419,-81.2475,-5,1
N6G,London (Sunningdale / West Masonville / Medway / NE Hyde Park / East Fox Hollow),Ontario,42.9943,-81.2623,-5,1
N6H,London West (Central Hyde Park / Oakridge),Ontario,42.9899,-81.2607,-5,1
N6J,London (Southcrest / East Westmount / West Highland),Ontario,42.9797,-81.2639,-5,1
N6K,London (Riverbend / Woodhull / North Sharon Creek / Byron / West Westmount),Ontario,42.9627,-81.2948,-5,1
N6L,London (East Tempo),Ontario,42.9344,-81.2802,-5,1
N6M,London (Jackson / Old Victoria / Bradley / North Highbury),Ontario,42.9922,-81.1398,-5,1
N6N,London (South Highbury / Glanworth / East Brockley / SE Westminster),Ontario,42.9324,-81.1916,-5,1
N6P,London (Talbot / Lambeth / West Tempo / South Sharon Creek),Ontario,42.9114,-81.2999,-5,1
N7A,Goderich,Ontario,43.7347,-81.7105,-5,1
N7G,Strathroy,Ontario,42.9625,-81.6081,-5,1
N7L,Chatham Northwest,Ontario,42.4029,-82.1941,-5,1
N7M,Chatham Southeast,Ontario,42.3997,-82.1996,-5,1
N7S,Sarnia Central,Ontario,42.9607,-82.3718,-5,1
